Date,ABER_BAND_20_15_USU_L2_EXTI32_STF_BIN,ABER_BAND_20_15_USU_L3_EXTI35_STF_BIN,ABER_XG_20_15_USU_L2_EXTI20_BIN,AD_DIFF_USU_L4_EXTI2_BIN,BBPL_20_2_0_USU_L1_EXTI7_BIN,D_J_USU_L5_EXTI29_BIN,K_J_USU_L2_EXTI0_BIN,K_J_USU_L5_EXTI6_BIN,PVOh_12_26_9_L5_EXTI18_BIN,PVOh_12_26_9_L6_EXTI38_BIN,QQE_DELS_USU_L5_EXTI35_BIN,SMIo_5_20_5_L3_EXTI27_BIN,WCP_USU_L2_EXTI22_BIN,ABER_BAND_20_15_USU_L2_EXTI32_STF,ABER_BAND_20_15_USU_L3_EXTI35_STF,ABER_XG_20_15_USU_L2_EXTI20,AD_DIFF_USU_L4_EXTI2,BBPL_20_2_0_USU_L1_EXTI7,D_J_USU_L5_EXTI29,K_J_USU_L2_EXTI0,K_J_USU_L5_EXTI6,PVOh_12_26_9_L5_EXTI18,PVOh_12_26_9_L6_EXTI38,QQE_DELS_USU_L5_EXTI35,SMIo_5_20_5_L3_EXTI27,WCP_USU_L2_EXTI22,target,Close,Open,High,Low,Volume
2024-07-05,3,2,3,3,3,3,2,1,3,3,3,2,2,0.020289749727698814,-0.030613078702045993,109.5073579730806,4532968510.717346,1.0685397427103476,23.922157577456844,-1.325262745502144,-29.908974278212668,4.7815075872605926,62.31335399279781,6.482831794387309,-0.023361018401435396,0.0,1,532.8300170898438,544.0700073242188,544.969970703125,532.0800170898438,186365
2024-07-04,2,3,3,1,3,2,3,1,2,3,2,1,2,-0.018774700106736653,0.1389433776034774,96.07306630578407,-8455857485.045715,0.869703493688974,-3.3724339987418688,12.656132943794645,-22.182541869870974,-0.3788740509710573,84.27676214758768,-2.8059087598123753,-0.07259511504957772,0.0,0,541.9500122070312,542.0,547.8800048828125,536.0700073242188,31601
2024-07-03,3,3,2,2,2,2,2,2,2,3,2,1,3,0.040544721494738756,0.12385690257283155,37.98747093491602,2500039832.5358887,0.4119036786004514,0.33148818616500364,3.9131744292240427,-0.8995029476870755,0.343360725876918,8.042943045832867,-3.902130194332287,-0.08830966588234226,0.12250018119812012,0,543.719970703125,539.0,552.469970703125,528.7999877929688,215695
2024-07-02,3,2,3,3,2,3,2,2,3,3,1,1,1,0.04083559887848642,-0.0032045924023871297,106.70307518997922,4591868424.905029,0.387125523802964,12.062265134099235,2.684073007390552,4.605454319238149,1.5071969167491583,6.761847463329747,-6.6376574639661285,-0.1346876027952083,-0.12000012397766113,0,537.030029296875,548.25,554.97998046875,530.4400024414062,363295
2024-07-01,2,3,2,3,2,3,2,2,3,3,1,1,1,-0.007145387750507326,0.045430046746165686,69.81377683125562,3986146074.2713623,0.34364859098286843,25.34645341514819,-2.401655551305339,-3.6502381552525307,3.138998400120961,5.069351546227708,-6.74059145769079,-0.1417832525161242,-0.07000017166137695,0,554.3300170898438,556.1500244140625,559.1199951171875,543.489990234375,598025
2024-06-28,3,2,3,1,1,3,2,3,3,3,1,1,3,0.008570614656276843,-0.03375521009007021,170.64708479304312,-5372644028.937073,0.20368059020293564,19.905582065527412,6.99771596589035,18.472461554567147,5.197216397000027,2.234049625782596,-6.555295858537804,-0.155385003372133,0.16500020027160645,0,551.5499877929688,547.1799926757812,553.469970703125,538.9099731445312,669066
2024-06-27,1,2,2,1,1,3,2,3,2,3,1,1,1,-0.02730832486421242,-0.03186563038965162,29.61641998058576,-1503450042.8641968,0.18697685143069662,15.232700489817901,4.806040642830041,25.095522281850343,0.07883846806285044,1.9888404462236124,-6.75558905196803,-0.1573811728599684,-0.022500038146972656,0,547.1300048828125,551.8300170898438,552.4600219726562,538.9000244140625,286810
2024-06-26,1,2,2,1,1,2,2,3,2,3,1,1,2,-0.031198095958967054,-0.02620072148179009,77.73149671865411,-3172107161.2405396,0.16767164347411043,3.90305641257531,-5.990840941929989,26.104482458750034,-0.478820555494073,1.7494060272242749,-6.945047308708865,-0.102076937873412,0.0,1,547.8099975585938,551.239990234375,560.3800048828125,545.5599975585938,463347
2024-06-25,2,3,2,1,1,2,2,3,1,3,1,1,1,-0.019102079275964634,0.025277217299835453,44.78117796216184,-1706472809.3979492,0.3235955669886253,-5.904688176300681,-4.770013044052163,23.27712740610081,-0.8859548216408326,1.5310682132000437,-6.96078983209955,-0.06834000494022442,-0.0074999332427978516,0,556.0,573.0,573.0,550.2000122070312,391496
2024-06-24,2,2,2,2,1,2,1,3,1,2,1,1,1,-0.004023905589819021,-0.03139104966617201,-12.631755745989482,2294026562.793335,0.326179511129411,-10.312082364880112,-15.546472524734469,12.524901850128742,-1.0197706502050568,0.6022497092924581,-6.624276237683333,-0.06137047599663342,-0.06749987602233887,0,566.4600219726562,565.1727492780368,571.4125702072089,558.3727491116776,419095
2024-06-21,2,1,1,3,2,1,1,1,1,2,1,1,3,-0.01839875627070353,-0.062028184117052465,-32.67901130473953,2866220505.7003784,0.6395737332849458,-15.261628836320298,-20.15241863202472,-9.084592109667526,-0.86772941447079,-1.3888688064135835,-6.892636786054894,-0.05418222487904936,0.1875,0,565.5166625976562,564.4652169487471,571.4616997921589,549.4600901318687,2480631
